Id,Applications,Cef,NBR Version,Kit,Remarks,Company,Tipologia Appplicazione
1598,5.7GIINCSCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1599,5.7GIPHUS,500107GT,,,,VOLVO PENTA,Inboard_Engines
1600,5.7GIPLKDCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1600,5.7GIPLKECE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1601,5.7GIPMDA,500107GT,,,,VOLVO PENTA,Inboard_Engines
1601,5.7GIPMDACE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1602,5.7GIPNCMCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1602,5.7GIPNCBCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1603,5.7GIPNCSCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1603,5.7GIPNCSCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1604,5.7GL-A,500107GT,,,,VOLVO PENTA,Inboard_Engines
1604,5.7GL-B,500107GT,,,,VOLVO PENTA,Inboard_Engines
1604,5.7GL-C,500107GT,,,,VOLVO PENTA,Inboard_Engines
1604,5.7GL-D,500107GT,,,,VOLVO PENTA,Inboard_Engines
1604,5.7GL-E,500107GT,,,,VOLVO PENTA,Inboard_Engines
1605,5.7GLIMDA,500107GT,,,,VOLVO PENTA,Inboard_Engines
1606,5.7GLIPLKDCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1607,5.7GLPLKA,500107GT,,,,VOLVO PENTA,Inboard_Engines
1607,5.7GLPLKD,500107GT,,,,VOLVO PENTA,Inboard_Engines
1607,5.7GLPLKE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1607,5.7GLPLKR,500107GT,,,,VOLVO PENTA,Inboard_Engines
1608,5.7GLPMDA,500107GT,,,,VOLVO PENTA,Inboard_Engines
1609,5.7GLPNCS,500107GT,,,,VOLVO PENTA,Inboard_Engines
1610,5.7GSICPLKD,500107GT,,,,VOLVO PENTA,Inboard_Engines
